token_id,gender,background,background_type,body,body_type,body_style,body_color,face,face_type,face_style,face_color,hair,hair_type,hair_style,hair_color,type,type_type,type_color,repeated_color,image_original_url,metadata_original_url,color_group,color_count
50,Male,Mint,Mint,Driving Jacket White,Clothed,Driving Jacket,White,Circle Glasses Red Black,Glasses,Circle Glasses,Red Black,Top Messy Shiny Red,Hair,Top Messy,Shiny Red,Plastic Pink,Plastic,Pink,1,ipfs://QmY6JpwTYx6zZHgfJb3gPJRh1U897NX4RudtK5jhJ3sNDS/50.jpg,ipfs://QmczTDgYkd5BXb4cKGo7Qo696vwUMEJG1hSUtY845eDvgh/50,Red Pink Mint,1
51,Male,Pink,Pink,Short Sleeve Button Up Red Pepper Pattern,Clothed,Short Sleeve Button Up,Red Pepper Pattern,Gold Cubic Sunglasses,Glasses,Cubic Sunglasses,Gold,Mullet Gold,Hair,Mullet,Gold,Robot Pink,Robot,Pink,2,ipfs://QmY6JpwTYx6zZHgfJb3gPJRh1U897NX4RudtK5jhJ3sNDS/51.jpg,ipfs://QmczTDgYkd5BXb4cKGo7Qo696vwUMEJG1hSUtY845eDvgh/51,Red Pink Mint,2
52,Male,Yellow,Yellow,Puffy Vest White,Clothed,Puffy Vest,White,Circle Glasses Gold,Glasses,Circle Glasses,Gold,Flat Top Black,Hair,Flat Top,Black,Gradient Yellow Orange,Gradient,Yellow Orange,1,ipfs://QmY6JpwTYx6zZHgfJb3gPJRh1U897NX4RudtK5jhJ3sNDS/52.jpg,ipfs://QmczTDgYkd5BXb4cKGo7Qo696vwUMEJG1hSUtY845eDvgh/52,Warms,1
53,Male,Pink,Pink,Short Sleeve Button Up Lucky Pattern Mint,Clothed,Short Sleeve Button Up,Lucky Pattern Mint,Robo Visor GVC,Glasses,Robo Visor,GVC,Afro Shiny Purple,Hair,Afro,Shiny Purple,Plastic Purple,Plastic,Purple,1,ipfs://QmY6JpwTYx6zZHgfJb3gPJRh1U897NX4RudtK5jhJ3sNDS/53.jpg,ipfs://QmczTDgYkd5BXb4cKGo7Qo696vwUMEJG1hSUtY845eDvgh/53,Pink Purple Mint,2
54,Male,Cream,Cream,Driving Jacket White,Clothed,Driving Jacket,White,Stache Black,Facial Hair,Stache Black,Stache Black,Comb Over Black,Hair,Comb Over,Black,Gradient Dark Blue Light Blue,Gradient,Dark Blue Light Blue,1,ipfs://QmY6JpwTYx6zZHgfJb3gPJRh1U897NX4RudtK5jhJ3sNDS/54.jpg,ipfs://QmczTDgYkd5BXb4cKGo7Qo696vwUMEJG1hSUtY845eDvgh/54,Red Blue Purple,2
55,Male,Gray,Gray,Puffy Jacket Black,Clothed,Puffy Jacket,Black,Monocle,Glasses,Monocle,Monocle,Classic Black,Hair,Classic,Black,Grayscale,Grayscale,Grayscale,2,ipfs://QmY6JpwTYx6zZHgfJb3gPJRh1U897NX4RudtK5jhJ3sNDS/55.jpg,ipfs://QmczTDgYkd5BXb4cKGo7Qo696vwUMEJG1hSUtY845eDvgh/55,Grayscale,2
56,Female,Mint,Mint,Puffy Vest White,Clothed,Puffy Vest,White,Heart Eyes,Expression,Heart Eyes,No Color,Female Ponytail Shiny Purple,Hair,Female Ponytail,Shiny Purple,Plastic Blue,Plastic,Blue,1,ipfs://QmY6JpwTYx6zZHgfJb3gPJRh1U897NX4RudtK5jhJ3sNDS/56.jpg,ipfs://QmczTDgYkd5BXb4cKGo7Qo696vwUMEJG1hSUtY845eDvgh/56,Blue Purple Pink,1
57,Male,Blue,Blue,Leather Jacket Mint,Clothed,Leather Jacket,Mint,Poker Face,Glasses,Poker Face,Poker Face,Mullet Lime,Hair,Mullet,Lime,Gradient Magenta Purple Blue,Gradient,Magenta Purple Blue,1,ipfs://QmY6JpwTYx6zZHgfJb3gPJRh1U897NX4RudtK5jhJ3sNDS/57.jpg,ipfs://QmczTDgYkd5BXb4cKGo7Qo696vwUMEJG1hSUtY845eDvgh/57,Lime Mint Purple,1
58,Male,Purple,Purple,Short Sleeve Button Up Space Blue,Clothed,Short Sleeve Button Up,Space Blue,Robo Visor Dot Eyes,Glasses,Robo Visor,Dot Eyes,Backwards Hat Blue Denim Black,Headgear,Backwards Hat,Blue Denim Black,Gradient Dark Blue Light Blue,Gradient,Dark Blue Light Blue,1,ipfs://QmY6JpwTYx6zZHgfJb3gPJRh1U897NX4RudtK5jhJ3sNDS/58.jpg,ipfs://QmczTDgYkd5BXb4cKGo7Qo696vwUMEJG1hSUtY845eDvgh/58,Red Blue Purple,2
59,Male,Cream,Cream,Henley White,Clothed,Henley,White,Mischevious,Expression,Mischevious,No Color,Ballcap Forward White,Headgear,Ballcap Forward,White,Gradient Yellow Orange,Gradient,Yellow Orange,2,ipfs://QmY6JpwTYx6zZHgfJb3gPJRh1U897NX4RudtK5jhJ3sNDS/59.jpg,ipfs://QmczTDgYkd5BXb4cKGo7Qo696vwUMEJG1hSUtY845eDvgh/59,Warms,2
60,Male,Red,Red,Puffy Vest Black,Clothed,Puffy Vest,Black,Dead,Expression,Dead,No Color,Football Helmet Black,Headgear,Football Helmet,Black,Plastic Yellow,Plastic,Yellow,2,ipfs://QmY6JpwTYx6zZHgfJb3gPJRh1U897NX4RudtK5jhJ3sNDS/60.jpg,ipfs://QmczTDgYkd5BXb4cKGo7Qo696vwUMEJG1hSUtY845eDvgh/60,Warms,2
61,Female,Mint,Mint,Leather Jacket Black,Clothed,Leather Jacket,Black,Bubble Goggles,Glasses,Bubble Goggles,Bubble Goggles,Female Ponytail Yellow,Hair,Female Ponytail,Yellow,Gradient Lime Yellow,Gradient,Lime Yellow,1,ipfs://QmY6JpwTYx6zZHgfJb3gPJRh1U897NX4RudtK5jhJ3sNDS/61.jpg,ipfs://QmczTDgYkd5BXb4cKGo7Qo696vwUMEJG1hSUtY845eDvgh/61,Lime Yellow,1
62,Male,Blue,Blue,Overalls Shirt Black,Clothed,Overalls Shirt,Black,Science Goggles,Glasses,Science Goggles,Science Goggles,Short Rainbow,Hair,Short,Rainbow,Gradient Dark Blue Light Blue,Gradient,Dark Blue Light Blue,1,ipfs://QmY6JpwTYx6zZHgfJb3gPJRh1U897NX4RudtK5jhJ3sNDS/62.jpg,ipfs://QmczTDgYkd5BXb4cKGo7Qo696vwUMEJG1hSUtY845eDvgh/62,Blue Purple Pink,2
63,Male,Yellow,Yellow,Short Sleeve Button Up Disco Ball Black,Clothed,Short Sleeve Button Up,Disco Ball Black,Robo Visor GVC,Glasses,Robo Visor,GVC,Flat Top Chrome,Hair,Flat Top,Chrome,Robot Red Candy Apple,Robot,Red Candy Apple,1,ipfs://QmY6JpwTYx6zZHgfJb3gPJRh1U897NX4RudtK5jhJ3sNDS/63.jpg,ipfs://QmczTDgYkd5BXb4cKGo7Qo696vwUMEJG1hSUtY845eDvgh/63,Warms,1
64,Male,Mint,Mint,Hooded Jacket Red,Clothed,Hooded Jacket,Red,Circle Glasses Red Black,Glasses,Circle Glasses,Red Black,Bowl Cut Shiny Red,Hair,Bowl Cut,Shiny Red,Plastic Mint,Plastic,Mint,2,ipfs://QmY6JpwTYx6zZHgfJb3gPJRh1U897NX4RudtK5jhJ3sNDS/64.jpg,ipfs://QmczTDgYkd5BXb4cKGo7Qo696vwUMEJG1hSUtY845eDvgh/64,Red Pink Mint,2
65,Male,Gray,Gray,Short Sleeve Button Up White,Clothed,Short Sleeve Button Up,White,Robo Visor GVC,Glasses,Robo Visor,GVC,Wide Brim Hat White,Headgear,Wide Brim Hat,White,Grayscale,Grayscale,Grayscale,2,ipfs://QmY6JpwTYx6zZHgfJb3gPJRh1U897NX4RudtK5jhJ3sNDS/65.jpg,ipfs://QmczTDgYkd5BXb4cKGo7Qo696vwUMEJG1hSUtY845eDvgh/65,Grayscale,2
66,Male,Blue,Blue,Suit Black,Clothed,Suit,Black,Neutral,Expression,Neutral,No Color,Mohawk Blue,Hair,Mohawk,Blue,Gradient Cyan Blue Purple,Gradient,Cyan Blue Purple,2,ipfs://QmY6JpwTYx6zZHgfJb3gPJRh1U897NX4RudtK5jhJ3sNDS/66.jpg,ipfs://QmczTDgYkd5BXb4cKGo7Qo696vwUMEJG1hSUtY845eDvgh/66,Blue Purple Pink,2
67,Male,Mint,Mint,Puffy Vest White,Clothed,Puffy Vest,White,80s Glasses Rainbow,Glasses,80s Glasses,Rainbow,Backwards Hat White White,Headgear,Backwards Hat,White White,Gradient Yellow Yellow,Gradient,Yellow Yellow,1,ipfs://QmY6JpwTYx6zZHgfJb3gPJRh1U897NX4RudtK5jhJ3sNDS/67.jpg,ipfs://QmczTDgYkd5BXb4cKGo7Qo696vwUMEJG1hSUtY845eDvgh/67,Lime Yellow,2
68,Female,Blue,Blue,Fur Jacket Red,Clothed,Fur Jacket,Red,Red Cubic Sunglasses,Glasses,Cubic Sunglasses,Red,Female Ponytail Mint,Hair,Female Ponytail,Mint,Gradient Blue Purple Pink,Gradient,Blue Purple Pink,2,ipfs://QmY6JpwTYx6zZHgfJb3gPJRh1U897NX4RudtK5jhJ3sNDS/68.jpg,ipfs://QmczTDgYkd5BXb4cKGo7Qo696vwUMEJG1hSUtY845eDvgh/68,Red Pink Mint,2
69,Male,Blue,Blue,Tank Top White,Clothed,Tank Top,White,,Special,,,Astronaut White,Special,Astronaut White,Astronaut White,Plastic Blue,Plastic,Blue,2,ipfs://QmY6JpwTYx6zZHgfJb3gPJRh1U897NX4RudtK5jhJ3sNDS/69.jpg,ipfs://QmczTDgYkd5BXb4cKGo7Qo696vwUMEJG1hSUtY845eDvgh/69,Red Blue Purple,2
70,Male,Mint,Mint,Letterman Jacket Purple,Clothed,Letterman Jacket,Purple,Laser Visor,Glasses,Laser Visor,Laser Visor,Comb Over Shiny Lime,Hair,Comb Over,Shiny Lime,Plastic Mint,Plastic,Mint,2,ipfs://QmY6JpwTYx6zZHgfJb3gPJRh1U897NX4RudtK5jhJ3sNDS/70.jpg,ipfs://QmczTDgYkd5BXb4cKGo7Qo696vwUMEJG1hSUtY845eDvgh/70,Lime Mint Purple,2
71,Male,Mint,Mint,Letterman Jacket Dark Blue,Clothed,Letterman Jacket,Dark Blue,Heart Eyes,Expression,Heart Eyes,No Color,Middle Part Black,Hair,Middle Part,Black,Gradient Magenta Purple Blue,Gradient,Magenta Purple Blue,1,ipfs://QmY6JpwTYx6zZHgfJb3gPJRh1U897NX4RudtK5jhJ3sNDS/71.jpg,ipfs://QmczTDgYkd5BXb4cKGo7Qo696vwUMEJG1hSUtY845eDvgh/71,Blue Purple Pink,1
72,Male,Cream,Cream,TShirt Purple Wavy Lines Infinite,Clothed,Tshirt,Purple Wavy Lines Infinite,Library Glasses Gold,Glasses,Library Glasses,Gold,Mohawk Shiny Pink,Hair,Mohawk,Shiny Pink,Plastic Pink,Plastic,Pink,1,ipfs://QmY6JpwTYx6zZHgfJb3gPJRh1U897NX4RudtK5jhJ3sNDS/72.jpg,ipfs://QmczTDgYkd5BXb4cKGo7Qo696vwUMEJG1hSUtY845eDvgh/72,Blue Purple Pink,2
73,Male,Red,Red,Retro Windbreaker White,Clothed,Retro Windbreaker,White,Beard Red,Facial Hair,Beard,Red,White Headband White Headphones,Headgear,Headphones,White White,Gradient Blue Purple Pink,Gradient,Blue Purple Pink,2,ipfs://QmY6JpwTYx6zZHgfJb3gPJRh1U897NX4RudtK5jhJ3sNDS/73.jpg,ipfs://QmczTDgYkd5BXb4cKGo7Qo696vwUMEJG1hSUtY845eDvgh/73,Red Pink Mint,2
74,Male,Mint,Mint,Leather Jacket Gold,Clothed,Leather Jacket,Gold,Circle Glasses Red Black,Glasses,Circle Glasses,Red Black,Afro Pink,Hair,Afro,Pink,Gradient Lime Seafoam,Gradient,Lime Seafoam,1,ipfs://QmY6JpwTYx6zZHgfJb3gPJRh1U897NX4RudtK5jhJ3sNDS/74.jpg,ipfs://QmczTDgYkd5BXb4cKGo7Qo696vwUMEJG1hSUtY845eDvgh/74,Red Pink Mint,1
75,Male,Blue,Blue,Retro Windbreaker Blue,Clothed,Retro Windbreaker,Blue,Circle Glasses Red Black,Glasses,Circle Glasses,Red Black,Blue Headband White Headphones,Headgear,Headphones,Blue White,Plastic Blue,Plastic,Blue,3,ipfs://QmY6JpwTYx6zZHgfJb3gPJRh1U897NX4RudtK5jhJ3sNDS/75.jpg,ipfs://QmczTDgYkd5BXb4cKGo7Qo696vwUMEJG1hSUtY845eDvgh/75,Red Blue Cream,3
76,Male,Blue,Blue,Henley White,Clothed,Henley,White,Gold Vibe Hand,Special,Vibe Hand,Gold,Ballcap Forward White,Headgear,Ballcap Forward,White,Plastic Mint,Plastic,Mint,2,ipfs://QmY6JpwTYx6zZHgfJb3gPJRh1U897NX4RudtK5jhJ3sNDS/76.jpg,ipfs://QmczTDgYkd5BXb4cKGo7Qo696vwUMEJG1hSUtY845eDvgh/76,Lime Mint Purple,2
77,Female,Pink,Pink,TShirt Mint Scribble Stripe,Clothed,Tshirt,Mint Scribble Stripe,Meditation,Expression,Meditation,No Color,Female Bun Shiny Mint,Hair,Female Bun,Shiny Mint,Plastic Red,Plastic,Red,1,ipfs://QmY6JpwTYx6zZHgfJb3gPJRh1U897NX4RudtK5jhJ3sNDS/77.jpg,ipfs://QmczTDgYkd5BXb4cKGo7Qo696vwUMEJG1hSUtY845eDvgh/77,Red Pink Mint,2
78,Male,Mint,Mint,Henley Glass,Clothed,Henley,Glass,Laugh,Expression,Laugh,No Color,Mullet Glass,Hair,Mullet,Glass,Rainbow,Rainbow,Rainbow,2,ipfs://QmY6JpwTYx6zZHgfJb3gPJRh1U897NX4RudtK5jhJ3sNDS/78.jpg,ipfs://QmczTDgYkd5BXb4cKGo7Qo696vwUMEJG1hSUtY845eDvgh/78,Rainbow Glass,1
79,Male,Mint,Mint,Tank Top Blue,Clothed,Tank Top,Blue,Library Glasses Black,Glasses,Library Glasses,Black,Backwards Hat Blue White,Headgear,Backwards Hat,Blue White,Robot Lilac,Robot,Lilac,1,ipfs://QmY6JpwTYx6zZHgfJb3gPJRh1U897NX4RudtK5jhJ3sNDS/79.jpg,ipfs://QmczTDgYkd5BXb4cKGo7Qo696vwUMEJG1hSUtY845eDvgh/79,Blue Purple Pink,1
80,Male,Gray,Gray,Hooded Jacket White,Clothed,Hooded Jacket,White,Smile,Expression,Smile,No Color,Mullet Glass,Hair,Mullet,Glass,Grayscale,Grayscale,Grayscale,1,ipfs://QmY6JpwTYx6zZHgfJb3gPJRh1U897NX4RudtK5jhJ3sNDS/80.jpg,ipfs://QmczTDgYkd5BXb4cKGo7Qo696vwUMEJG1hSUtY845eDvgh/80,Grayscale,1
81,Male,Blue,Blue,TShirt Good Vibes Club Red,Clothed,Tshirt,Good Vibes Club Red,Lined Glasses White,Glasses,Lined Glasses,White,Classic Shiny Black,Hair,Classic,Shiny Black,Plastic Red,Plastic,Red,1,ipfs://QmY6JpwTYx6zZHgfJb3gPJRh1U897NX4RudtK5jhJ3sNDS/81.jpg,ipfs://QmczTDgYkd5BXb4cKGo7Qo696vwUMEJG1hSUtY845eDvgh/81,Warms,2
82,Male,Red,Red,Suit Light Grey,Clothed,Suit,Light Grey,Aviator Sunglasses Clear Glass,Glasses,Aviator Sunglasses,Clear Glass,Football Helmet White,Headgear,Football Helmet,White,Gradient Yellow Orange,Gradient,Yellow Orange,1,ipfs://QmY6JpwTYx6zZHgfJb3gPJRh1U897NX4RudtK5jhJ3sNDS/82.jpg,ipfs://QmczTDgYkd5BXb4cKGo7Qo696vwUMEJG1hSUtY845eDvgh/82,Warms,1
83,Male,Mint,Mint,TShirt Always Vibing,Clothed,Tshirt,Always Vibing,Gold Hex Glasses,Glasses,Hex Glasses,Gold,Dundee Hat White,Headgear,Dundee Hat,White,Gradient Lime Yellow,Gradient,Lime Yellow,1,ipfs://QmY6JpwTYx6zZHgfJb3gPJRh1U897NX4RudtK5jhJ3sNDS/83.jpg,ipfs://QmczTDgYkd5BXb4cKGo7Qo696vwUMEJG1hSUtY845eDvgh/83,Lime Yellow,1
84,Male,Pink,Pink,Hooded Jacket Pink,Clothed,Hooded Jacket,Pink,Laser Visor,Glasses,Laser Visor,Laser Visor,Backwards Hat Pink Denim,Headgear,Backwards Hat,Pink Denim,Plastic Red,Plastic,Red,2,ipfs://QmY6JpwTYx6zZHgfJb3gPJRh1U897NX4RudtK5jhJ3sNDS/84.jpg,ipfs://QmczTDgYkd5BXb4cKGo7Qo696vwUMEJG1hSUtY845eDvgh/84,Red Pink Mint,3
85,Male,Cream,Cream,Turtleneck Gold,Clothed,Turtleneck,Gold,Robo Visor Dots Full,Glasses,Robo Visor,Dots Full,Gold Headband Gold Headphones,Headgear,Headphones,Gold Gold,Gradient Red Purple,Gradient,Red Purple,1,ipfs://QmY6JpwTYx6zZHgfJb3gPJRh1U897NX4RudtK5jhJ3sNDS/85.jpg,ipfs://QmczTDgYkd5BXb4cKGo7Qo696vwUMEJG1hSUtY845eDvgh/85,Warms,2
86,Male,Blue,Blue,Letterman Jacket Black,Clothed,Letterman Jacket,Black,Meditation,Expression,Meditation,No Color,Manbun Yellow,Hair,Manbun,Yellow,Gradient Lime Yellow,Gradient,Lime Yellow,1,ipfs://QmY6JpwTYx6zZHgfJb3gPJRh1U897NX4RudtK5jhJ3sNDS/86.jpg,ipfs://QmczTDgYkd5BXb4cKGo7Qo696vwUMEJG1hSUtY845eDvgh/86,Lime Yellow,1
87,Male,Blue,Blue,Henley White,Clothed,Henley,White,White Cubic Sunglasses,Glasses,Cubic Sunglasses,White,Bowl Cut Yellow,Hair,Bowl Cut,Yellow,Gradient Lime Yellow,Gradient,Lime Yellow,2,ipfs://QmY6JpwTYx6zZHgfJb3gPJRh1U897NX4RudtK5jhJ3sNDS/87.jpg,ipfs://QmczTDgYkd5BXb4cKGo7Qo696vwUMEJG1hSUtY845eDvgh/87,Lime Yellow,2
88,Male,Red,Red,Hooded Jacket White,Clothed,Hooded Jacket,White,Checkmate Glasses,Glasses,Checkmate Glasses,Checkmate Glasses,Mullet Shiny Yellow,Hair,Mullet,Shiny Yellow,Plastic Red,Plastic,Red,2,ipfs://QmY6JpwTYx6zZHgfJb3gPJRh1U897NX4RudtK5jhJ3sNDS/88.jpg,ipfs://QmczTDgYkd5BXb4cKGo7Qo696vwUMEJG1hSUtY845eDvgh/88,Warms,2
89,Male,Red,Red,Fur Jacket Gold,Clothed,Fur Jacket,Gold,Aviator Sunglasses Black,Glasses,Aviator Sunglasses,Black,Afro Shiny Blue,Hair,Afro,Shiny Blue,Plastic Blue,Plastic,Blue,1,ipfs://QmY6JpwTYx6zZHgfJb3gPJRh1U897NX4RudtK5jhJ3sNDS/89.jpg,ipfs://QmczTDgYkd5BXb4cKGo7Qo696vwUMEJG1hSUtY845eDvgh/89,Red Blue Cream,2
90,Male,Blue,Blue,Tank Top Blue,Clothed,Tank Top,Blue,Robo Visor Dots Full,Glasses,Robo Visor,Dots Full,Manbun Shiny Black,Hair,Manbun,Shiny Black,Plastic Purple,Plastic,Purple,2,ipfs://QmY6JpwTYx6zZHgfJb3gPJRh1U897NX4RudtK5jhJ3sNDS/90.jpg,ipfs://QmczTDgYkd5BXb4cKGo7Qo696vwUMEJG1hSUtY845eDvgh/90,Blue Purple Pink,2
91,Male,Mint,Mint,Tank Top Pink,Clothed,Tank Top,Pink,Mischevious,Expression,Mischevious,No Color,Manbun Mint,Hair,Manbun,Mint,Gradient Magenta Purple Blue,Gradient,Magenta Purple Blue,2,ipfs://QmY6JpwTYx6zZHgfJb3gPJRh1U897NX4RudtK5jhJ3sNDS/91.jpg,ipfs://QmczTDgYkd5BXb4cKGo7Qo696vwUMEJG1hSUtY845eDvgh/91,Pink Purple Mint,2
92,Male,Blue,Blue,Leather Jacket Dark Blue Light Blue,Clothed,Leather Jacket,Dark Blue Light Blue,Wide Smile,Expression,Wide Smile,No Color,Ballcap Forward Dark Blue,Headgear,Ballcap Forward,Dark Blue,Plastic Blue,Plastic,Blue,2,ipfs://QmY6JpwTYx6zZHgfJb3gPJRh1U897NX4RudtK5jhJ3sNDS/92.jpg,ipfs://QmczTDgYkd5BXb4cKGo7Qo696vwUMEJG1hSUtY845eDvgh/92,Blue Purple Pink,4
93,Male,Cream,Cream,Retro Windbreaker White,Clothed,Retro Windbreaker,White,Gold Cubic Sunglasses,Glasses,Cubic Sunglasses,Gold,Middle Part Black,Hair,Middle Part,Black,Gradient Red Purple,Gradient,Red Purple,1,ipfs://QmY6JpwTYx6zZHgfJb3gPJRh1U897NX4RudtK5jhJ3sNDS/93.jpg,ipfs://QmczTDgYkd5BXb4cKGo7Qo696vwUMEJG1hSUtY845eDvgh/93,Warms,1
94,Male,Blue,Blue,Retro Windbreaker Pink,Clothed,Retro Windbreaker,Pink,Glass Hexagon,Special,Glass Hexagon,Glass Hexagon,Afro Shiny Mint,Hair,Afro,Shiny Mint,Plastic Mint,Plastic,Mint,1,ipfs://QmY6JpwTYx6zZHgfJb3gPJRh1U897NX4RudtK5jhJ3sNDS/94.jpg,ipfs://QmczTDgYkd5BXb4cKGo7Qo696vwUMEJG1hSUtY845eDvgh/94,Red Pink Mint,2
95,Male,Gray,Gray,Overalls Shirt White White,Clothed,Overalls Shirt,White White,Robo Visor Dot Eyes,Glasses,Robo Visor,Dot Eyes,Classic Black,Hair,Classic,Black,Grayscale,Grayscale,Grayscale,1,ipfs://QmY6JpwTYx6zZHgfJb3gPJRh1U897NX4RudtK5jhJ3sNDS/95.jpg,ipfs://QmczTDgYkd5BXb4cKGo7Qo696vwUMEJG1hSUtY845eDvgh/95,Grayscale,1
96,Male,Mint,Mint,Hoodie Up Pepe,Clothed,Hoodie Up,Pepe,Library Glasses Black,Glasses,Library Glasses,Black,No Hair,Special,No Hair,No Hair,Plastic Purple,Plastic,Purple,1,ipfs://QmY6JpwTYx6zZHgfJb3gPJRh1U897NX4RudtK5jhJ3sNDS/96.jpg,ipfs://QmczTDgYkd5BXb4cKGo7Qo696vwUMEJG1hSUtY845eDvgh/96,Doge Pepe,1
97,Male,Cream,Cream,Short Sleeve Button Up Bubble Dots Mint,Clothed,Short Sleeve Button Up,Bubble Dots Mint,Lined Glasses White,Glasses,Lined Glasses,White,Middle Part Shiny Mint,Hair,Middle Part,Shiny Mint,Plastic Pink,Plastic,Pink,1,ipfs://QmY6JpwTYx6zZHgfJb3gPJRh1U897NX4RudtK5jhJ3sNDS/97.jpg,ipfs://QmczTDgYkd5BXb4cKGo7Qo696vwUMEJG1hSUtY845eDvgh/97,Pink Purple Mint,2
98,Male,Mint,Mint,Fur Jacket Pink,Clothed,Fur Jacket,Pink,Mischevious,Expression,Mischevious,No Color,Manbun Black,Hair,Manbun,Black,Gradient Red Purple,Gradient,Red Purple,1,ipfs://QmY6JpwTYx6zZHgfJb3gPJRh1U897NX4RudtK5jhJ3sNDS/98.jpg,ipfs://QmczTDgYkd5BXb4cKGo7Qo696vwUMEJG1hSUtY845eDvgh/98,Red Pink Mint,1
99,Male,Mint,Mint,Hooded Jacket White,Clothed,Hooded Jacket,White,Tiny Smile,Expression,Tiny Smile,No Color,White Headband White Headphones,Headgear,Headphones,White White,Robot Cobalt,Robot,Cobalt,1,ipfs://QmY6JpwTYx6zZHgfJb3gPJRh1U897NX4RudtK5jhJ3sNDS/99.jpg,ipfs://QmczTDgYkd5BXb4cKGo7Qo696vwUMEJG1hSUtY845eDvgh/99,Blue Purple Pink,2
100,Female,Blue,Blue,Suit Light Grey,Clothed,Suit,Light Grey,Wide Smile,Expression,Wide Smile,No Color,Female Bun Gold,Hair,Female Bun,Gold,Robot Pink,Robot,Pink,1,ipfs://QmY6JpwTYx6zZHgfJb3gPJRh1U897NX4RudtK5jhJ3sNDS/100.jpg,ipfs://QmczTDgYkd5BXb4cKGo7Qo696vwUMEJG1hSUtY845eDvgh/100,Pink Purple Mint,1
101,Male,Yellow,Yellow,Short Sleeve Button Up Disco Ball Black,Clothed,Short Sleeve Button Up,Disco Ball Black,Billiards Glasses,Glasses,Billiards Glasses,Billiards Glasses,Slick Back Lime,Hair,Slick Back,Lime,Gradient Lime Yellow,Gradient,Lime Yellow,1,ipfs://QmY6JpwTYx6zZHgfJb3gPJRh1U897NX4RudtK5jhJ3sNDS/101.jpg,ipfs://QmczTDgYkd5BXb4cKGo7Qo696vwUMEJG1hSUtY845eDvgh/101,Lime Yellow,1
102,Male,Blue,Blue,TShirt Graphic More Espresso,Clothed,Tshirt,Graphic More Espresso,Heart Eyes,Expression,Heart Eyes,No Color,Mohawk Shiny Purple,Hair,Mohawk,Shiny Purple,Plastic Blue,Plastic,Blue,2,ipfs://QmY6JpwTYx6zZHgfJb3gPJRh1U897NX4RudtK5jhJ3sNDS/102.jpg,ipfs://QmczTDgYkd5BXb4cKGo7Qo696vwUMEJG1hSUtY845eDvgh/102,Red Blue Purple,2
103,Male,Yellow,Yellow,Henley Red,Clothed,Henley,Red,Dead,Expression,Dead,No Color,Afro Gold,Hair,Afro,Gold,Robot Red Candy Apple,Robot,Red Candy Apple,1,ipfs://QmY6JpwTYx6zZHgfJb3gPJRh1U897NX4RudtK5jhJ3sNDS/103.jpg,ipfs://QmczTDgYkd5BXb4cKGo7Qo696vwUMEJG1hSUtY845eDvgh/103,Warms,2
104,Male,Cream,Cream,Leather Jacket Purple,Clothed,Leather Jacket,Purple,Checkmate Glasses,Glasses,Checkmate Glasses,Checkmate Glasses,Comb Over Blue,Hair,Comb Over,Blue,Gradient Blue Purple Pink,Gradient,Blue Purple Pink,1,ipfs://QmY6JpwTYx6zZHgfJb3gPJRh1U897NX4RudtK5jhJ3sNDS/104.jpg,ipfs://QmczTDgYkd5BXb4cKGo7Qo696vwUMEJG1hSUtY845eDvgh/104,Blue Purple Pink,1
105,Male,Cream,Cream,Tank Top Black,Clothed,Tank Top,Black,Lined Glasses White,Glasses,Lined Glasses,White,Flat Top Shiny Red,Hair,Flat Top,Shiny Red,Plastic Red,Plastic,Red,1,ipfs://QmY6JpwTYx6zZHgfJb3gPJRh1U897NX4RudtK5jhJ3sNDS/105.jpg,ipfs://QmczTDgYkd5BXb4cKGo7Qo696vwUMEJG1hSUtY845eDvgh/105,Warms,2
106,Male,Blue,Blue,Tank Top Pink,Clothed,Tank Top,Pink,Snowboard Goggles Rainbow Gold,Glasses,Snowboard Goggles,Rainbow Gold,Bowl Cut Shiny Pink,Hair,Bowl Cut,Shiny Pink,Plastic Blue,Plastic,Blue,2,ipfs://QmY6JpwTYx6zZHgfJb3gPJRh1U897NX4RudtK5jhJ3sNDS/106.jpg,ipfs://QmczTDgYkd5BXb4cKGo7Qo696vwUMEJG1hSUtY845eDvgh/106,Blue Purple Pink,2
107,Male,Cream,Cream,Suit Red,Clothed,Suit,Red,Science Goggles,Glasses,Science Goggles,Science Goggles,Top Messy Shiny Red,Hair,Top Messy,Shiny Red,Plastic Red,Plastic,Red,2,ipfs://QmY6JpwTYx6zZHgfJb3gPJRh1U897NX4RudtK5jhJ3sNDS/107.jpg,ipfs://QmczTDgYkd5BXb4cKGo7Qo696vwUMEJG1hSUtY845eDvgh/107,Red Pink Mint,3
108,Male,Mint,Mint,Overalls Shirt White White,Clothed,Overalls Shirt,White White,Circle Sunglasses With Glare,Glasses,Circle Glasses,Glare,Mullet Purple,Hair,Mullet,Purple,Gradient Magenta Purple Blue,Gradient,Magenta Purple Blue,1,ipfs://QmY6JpwTYx6zZHgfJb3gPJRh1U897NX4RudtK5jhJ3sNDS/108.jpg,ipfs://QmczTDgYkd5BXb4cKGo7Qo696vwUMEJG1hSUtY845eDvgh/108,Lime Mint Purple,1
